audio_ref_1_1,audio_ref_1_2,audio_1-1,audio_1-2,audio_1-3,audio_1-4,audio_1-5,audio_1-6,audio_1-7,audio_1-8,audio_1-9,text_1,audio_ref_2_1,audio_ref_2_2,audio_2-1,audio_2-2,audio_2-3,audio_2-4,audio_2-5,audio_2-6,audio_2-7,audio_2-8,audio_2-9,text_2,audio_ref_3_1,audio_ref_3_2,audio_3-1,audio_3-2,audio_3-3,audio_3-4,audio_3-5,audio_3-6,audio_3-7,audio_3-8,audio_3-9,text_3,audio_ref_4_1,audio_ref_4_2,audio_4-1,audio_4-2,audio_4-3,audio_4-4,audio_4-5,audio_4-6,audio_4-7,audio_4-8,audio_4-9,text_4
p303/ref/p303_067.wav,p303/ref/p303_071.wav,p303/libri_mask-FT/libri_mask/p303_118-epoch=7-batch_idx=0.wav,p303/FT-mask/mask/p303_118-epoch=6-batch_idx=0.wav,p303/raw/p303_118.wav,p303/mask-FT/FT/p303_118-epoch=6-batch_idx=0.wav,p303/recon/p303_118.recon.wav,p303/FT-mask/FT/p303_118-epoch=0-batch_idx=0.wav,p303/joint/joint/p303_118-epoch=6-batch_idx=0.wav,p303/mask-FT/mask/p303_118-epoch=5-batch_idx=0.wav,p303/libri_mask-FT/FT/p303_118-epoch=8-batch_idx=0.wav,we are losing this war.,p288/ref/p288_086.wav,p288/ref/p288_291.wav,p288/joint/joint/p288_194-epoch=12-batch_idx=0.wav,p288/raw/p288_194.wav,p288/FT-mask/FT/p288_194-epoch=1-batch_idx=0.wav,p288/libri_mask-FT/libri_mask/p288_194-epoch=6-batch_idx=0.wav,p288/mask-FT/FT/p288_194-epoch=13-batch_idx=0.wav,p288/FT-mask/mask/p288_194-epoch=6-batch_idx=0.wav,p288/mask-FT/mask/p288_194-epoch=5-batch_idx=0.wav,p288/recon/p288_194.recon.wav,p288/libri_mask-FT/FT/p288_194-epoch=17-batch_idx=0.wav,the conference is the first test.,p340/ref/p340_387.wav,p340/ref/p340_122.wav,p340/FT-mask/mask/p340_029-epoch=6-batch_idx=0.wav,p340/mask-FT/mask/p340_029-epoch=5-batch_idx=0.wav,p340/joint/joint/p340_029-epoch=11-batch_idx=0.wav,p340/libri_mask-FT/FT/p340_029-epoch=11-batch_idx=0.wav,p340/raw/p340_029.wav,p340/recon/p340_029.recon.wav,p340/mask-FT/FT/p340_029-epoch=6-batch_idx=0.wav,p340/libri_mask-FT/libri_mask/p340_029-epoch=10-batch_idx=0.wav,p340/FT-mask/FT/p340_029-epoch=0-batch_idx=0.wav,but it's not just about that.,p240/ref/p240_072.wav,p240/ref/p240_288.wav,p240/raw/p240_044.wav,p240/FT-mask/mask/p240_044-epoch=6-batch_idx=0.wav,p240/mask-FT/mask/p240_044-epoch=5-batch_idx=0.wav,p240/mask-FT/FT/p240_044-epoch=6-batch_idx=0.wav,p240/recon/p240_044.recon.wav,p240/FT-mask/FT/p240_044-epoch=0-batch_idx=0.wav,p240/libri_mask-FT/FT/p240_044-epoch=8-batch_idx=0.wav,p240/libri_mask-FT/libri_mask/p240_044-epoch=7-batch_idx=0.wav,p240/joint/joint/p240_044-epoch=9-batch_idx=0.wav,"of course, on tuesday, united were beaten despite this."
p260/ref/p260_088.wav,p260/ref/p260_231.wav,p260/joint/joint/p260_303-epoch=5-batch_idx=0.wav,p260/libri_mask-FT/libri_mask/p260_303-epoch=5-batch_idx=0.wav,p260/raw/p260_303.wav,p260/mask-FT/mask/p260_303-epoch=5-batch_idx=0.wav,p260/FT-mask/mask/p260_303-epoch=6-batch_idx=0.wav,p260/FT-mask/FT/p260_303-epoch=0-batch_idx=0.wav,p260/recon/p260_303.recon.wav,p260/libri_mask-FT/FT/p260_303-epoch=6-batch_idx=0.wav,p260/mask-FT/FT/p260_303-epoch=6-batch_idx=0.wav,the most important thing is to get a programme for government.,p351/ref/p351_313.wav,p351/ref/p351_137.wav,p351/mask-FT/FT/p351_151-epoch=6-batch_idx=0.wav,p351/libri_mask-FT/libri_mask/p351_151-epoch=10-batch_idx=0.wav,p351/recon/p351_151.recon.wav,p351/libri_mask-FT/FT/p351_151-epoch=20-batch_idx=0.wav,p351/FT-mask/mask/p351_151-epoch=9-batch_idx=0.wav,p351/joint/joint/p351_151-epoch=11-batch_idx=0.wav,p351/FT-mask/FT/p351_151-epoch=6-batch_idx=0.wav,p351/raw/p351_151.wav,p351/mask-FT/mask/p351_151-epoch=5-batch_idx=0.wav,he is walking free.,p227/ref/p227_209.wav,p227/ref/p227_123.wav,p227/FT-mask/FT/p227_085-epoch=0-batch_idx=0.wav,p227/mask-FT/mask/p227_085-epoch=5-batch_idx=0.wav,p227/mask-FT/FT/p227_085-epoch=6-batch_idx=0.wav,p227/libri_mask-FT/libri_mask/p227_085-epoch=6-batch_idx=0.wav,p227/recon/p227_085.recon.wav,p227/FT-mask/mask/p227_085-epoch=6-batch_idx=0.wav,p227/raw/p227_085.wav,p227/joint/joint/p227_085-epoch=5-batch_idx=0.wav,p227/libri_mask-FT/FT/p227_085-epoch=7-batch_idx=0.wav,the latter is due to be finished in february.,p272/ref/p272_231.wav,p272/ref/p272_070.wav,p272/raw/p272_057.wav,p272/mask-FT/FT/p272_057-epoch=6-batch_idx=0.wav,p272/FT-mask/mask/p272_057-epoch=6-batch_idx=0.wav,p272/libri_mask-FT/FT/p272_057-epoch=9-batch_idx=0.wav,p272/libri_mask-FT/libri_mask/p272_057-epoch=8-batch_idx=0.wav,p272/mask-FT/mask/p272_057-epoch=5-batch_idx=0.wav,p272/FT-mask/FT/p272_057-epoch=0-batch_idx=0.wav,p272/joint/joint/p272_057-epoch=10-batch_idx=0.wav,p272/recon/p272_057.recon.wav,he looks like an afghan.
p243/ref/p243_306.wav,p243/ref/p243_189.wav,p243/libri_mask-FT/FT/p243_188-epoch=7-batch_idx=0.wav,p243/mask-FT/mask/p243_188-epoch=5-batch_idx=0.wav,p243/mask-FT/FT/p243_188-epoch=6-batch_idx=0.wav,p243/FT-mask/FT/p243_188-epoch=0-batch_idx=0.wav,p243/FT-mask/mask/p243_188-epoch=6-batch_idx=0.wav,p243/libri_mask-FT/libri_mask/p243_188-epoch=6-batch_idx=0.wav,p243/joint/joint/p243_188-epoch=7-batch_idx=0.wav,p243/raw/p243_188.wav,p243/recon/p243_188.recon.wav,i didn't miss the big house at all.,p267/ref/p267_028.wav,p267/ref/p267_376.wav,p267/libri_mask-FT/libri_mask/p267_248-epoch=5-batch_idx=0.wav,p267/joint/joint/p267_248-epoch=11-batch_idx=0.wav,p267/mask-FT/mask/p267_248-epoch=5-batch_idx=0.wav,p267/libri_mask-FT/FT/p267_248-epoch=6-batch_idx=0.wav,p267/FT-mask/FT/p267_248-epoch=0-batch_idx=0.wav,p267/recon/p267_248.recon.wav,p267/mask-FT/FT/p267_248-epoch=6-batch_idx=0.wav,p267/FT-mask/mask/p267_248-epoch=6-batch_idx=0.wav,p267/raw/p267_248.wav,"it might be sad, but it's a fact.",p226/ref/p226_329.wav,p226/ref/p226_095.wav,p226/FT-mask/FT/p226_175-epoch=0-batch_idx=0.wav,p226/libri_mask-FT/FT/p226_175-epoch=8-batch_idx=0.wav,p226/libri_mask-FT/libri_mask/p226_175-epoch=7-batch_idx=0.wav,p226/mask-FT/mask/p226_175-epoch=5-batch_idx=0.wav,p226/mask-FT/FT/p226_175-epoch=6-batch_idx=0.wav,p226/FT-mask/mask/p226_175-epoch=6-batch_idx=0.wav,p226/recon/p226_175.recon.wav,p226/raw/p226_175.wav,p226/joint/joint/p226_175-epoch=7-batch_idx=0.wav,it is not either national standards or local control.,p363/ref/p363_067.wav,p363/ref/p363_263.wav,p363/FT-mask/mask/p363_002-epoch=5-batch_idx=0.wav,p363/raw/p363_002.wav,p363/recon/p363_002.recon.wav,p363/mask-FT/mask/p363_002-epoch=5-batch_idx=0.wav,p363/mask-FT/FT/p363_002-epoch=6-batch_idx=0.wav,p363/FT-mask/FT/p363_002-epoch=0-batch_idx=0.wav,p363/libri_mask-FT/libri_mask/p363_002-epoch=5-batch_idx=0.wav,p363/joint/joint/p363_002-epoch=7-batch_idx=0.wav,p363/libri_mask-FT/FT/p363_002-epoch=7-batch_idx=0.wav,ask her to bring these things with her from the store.
p294/ref/p294_231.wav,p294/ref/p294_109.wav,p294/mask-FT/mask/p294_256-epoch=5-batch_idx=0.wav,p294/FT-mask/mask/p294_256-epoch=6-batch_idx=0.wav,p294/mask-FT/FT/p294_256-epoch=6-batch_idx=0.wav,p294/recon/p294_256.recon.wav,p294/raw/p294_256.wav,p294/FT-mask/FT/p294_256-epoch=0-batch_idx=0.wav,p294/libri_mask-FT/libri_mask/p294_256-epoch=6-batch_idx=0.wav,p294/libri_mask-FT/FT/p294_256-epoch=7-batch_idx=0.wav,p294/joint/joint/p294_256-epoch=13-batch_idx=0.wav,this would give scotland around eight members.,p270/ref/p270_331.wav,p270/ref/p270_096.wav,p270/libri_mask-FT/FT/p270_176-epoch=7-batch_idx=0.wav,p270/mask-FT/FT/p270_176-epoch=6-batch_idx=0.wav,p270/FT-mask/FT/p270_176-epoch=0-batch_idx=0.wav,p270/mask-FT/mask/p270_176-epoch=5-batch_idx=0.wav,p270/recon/p270_176.recon.wav,p270/raw/p270_176.wav,p270/libri_mask-FT/libri_mask/p270_176-epoch=6-batch_idx=0.wav,p270/joint/joint/p270_176-epoch=5-batch_idx=0.wav,p270/FT-mask/mask/p270_176-epoch=6-batch_idx=0.wav,they could not match it.,p241/ref/p241_181.wav,p241/ref/p241_184.wav,p241/raw/p241_368.wav,p241/mask-FT/mask/p241_368-epoch=5-batch_idx=0.wav,p241/mask-FT/FT/p241_368-epoch=6-batch_idx=0.wav,p241/libri_mask-FT/libri_mask/p241_368-epoch=7-batch_idx=0.wav,p241/libri_mask-FT/FT/p241_368-epoch=8-batch_idx=0.wav,p241/joint/joint/p241_368-epoch=10-batch_idx=0.wav,p241/FT-mask/mask/p241_368-epoch=6-batch_idx=0.wav,p241/FT-mask/FT/p241_368-epoch=0-batch_idx=0.wav,p241/recon/p241_368.recon.wav,he put some colour into scottish history.,p257/ref/p257_154.wav,p257/ref/p257_210.wav,p257/recon/p257_214.recon.wav,p257/FT-mask/FT/p257_214-epoch=5-batch_idx=0.wav,p257/joint/joint/p257_214-epoch=9-batch_idx=0.wav,p257/mask-FT/mask/p257_214-epoch=5-batch_idx=0.wav,p257/mask-FT/FT/p257_214-epoch=16-batch_idx=0.wav,p257/libri_mask-FT/FT/p257_214-epoch=11-batch_idx=0.wav,p257/libri_mask-FT/libri_mask/p257_214-epoch=6-batch_idx=0.wav,p257/FT-mask/mask/p257_214-epoch=10-batch_idx=0.wav,p257/raw/p257_214.wav,his death was a tragic accident.
p310/ref/p310_285.wav,p310/ref/p310_305.wav,p310/libri_mask-FT/FT/p310_164-epoch=11-batch_idx=0.wav,p310/joint/joint/p310_164-epoch=21-batch_idx=0.wav,p310/FT-mask/FT/p310_164-epoch=5-batch_idx=0.wav,p310/raw/p310_164.wav,p310/FT-mask/mask/p310_164-epoch=9-batch_idx=0.wav,p310/recon/p310_164.recon.wav,p310/mask-FT/mask/p310_164-epoch=5-batch_idx=0.wav,p310/libri_mask-FT/libri_mask/p310_164-epoch=6-batch_idx=0.wav,p310/mask-FT/FT/p310_164-epoch=12-batch_idx=0.wav,"and really, the songs are the key thing.",p339/ref/p339_064.wav,p339/ref/p339_265.wav,p339/libri_mask-FT/FT/p339_311-epoch=6-batch_idx=0.wav,p339/mask-FT/FT/p339_311-epoch=6-batch_idx=0.wav,p339/mask-FT/mask/p339_311-epoch=5-batch_idx=0.wav,p339/FT-mask/FT/p339_311-epoch=0-batch_idx=0.wav,p339/FT-mask/mask/p339_311-epoch=6-batch_idx=0.wav,p339/joint/joint/p339_311-epoch=5-batch_idx=0.wav,p339/recon/p339_311.recon.wav,p339/raw/p339_311.wav,p339/libri_mask-FT/libri_mask/p339_311-epoch=5-batch_idx=0.wav,the first time it was rejected.,p295/ref/p295_202.wav,p295/ref/p295_339.wav,p295/mask-FT/FT/p295_122-epoch=6-batch_idx=0.wav,p295/raw/p295_122.wav,p295/FT-mask/mask/p295_122-epoch=6-batch_idx=0.wav,p295/FT-mask/FT/p295_122-epoch=0-batch_idx=0.wav,p295/recon/p295_122.recon.wav,p295/libri_mask-FT/FT/p295_122-epoch=6-batch_idx=0.wav,p295/libri_mask-FT/libri_mask/p295_122-epoch=5-batch_idx=0.wav,p295/joint/joint/p295_122-epoch=5-batch_idx=0.wav,p295/mask-FT/mask/p295_122-epoch=5-batch_idx=0.wav,they were outstanding and thoroughly deserved their win.,p225/ref/p225_275.wav,p225/ref/p225_191.wav,p225/mask-FT/FT/p225_179-epoch=6-batch_idx=0.wav,p225/libri_mask-FT/FT/p225_179-epoch=8-batch_idx=0.wav,p225/mask-FT/mask/p225_179-epoch=5-batch_idx=0.wav,p225/joint/joint/p225_179-epoch=10-batch_idx=0.wav,p225/FT-mask/FT/p225_179-epoch=0-batch_idx=0.wav,p225/libri_mask-FT/libri_mask/p225_179-epoch=7-batch_idx=0.wav,p225/raw/p225_179.wav,p225/FT-mask/mask/p225_179-epoch=6-batch_idx=0.wav,p225/recon/p225_179.recon.wav,they know no other way.
p266/ref/p266_212.wav,p266/ref/p266_207.wav,p266/libri_mask-FT/FT/p266_070-epoch=9-batch_idx=0.wav,p266/FT-mask/FT/p266_070-epoch=0-batch_idx=0.wav,p266/recon/p266_070.recon.wav,p266/mask-FT/FT/p266_070-epoch=6-batch_idx=0.wav,p266/FT-mask/mask/p266_070-epoch=6-batch_idx=0.wav,p266/libri_mask-FT/libri_mask/p266_070-epoch=8-batch_idx=0.wav,p266/mask-FT/mask/p266_070-epoch=5-batch_idx=0.wav,p266/joint/joint/p266_070-epoch=5-batch_idx=0.wav,p266/raw/p266_070.wav,"chris smith, the culture secretary, said he was satisfied with the decision.",p345/ref/p345_053.wav,p345/ref/p345_345.wav,p345/libri_mask-FT/libri_mask/p345_022-epoch=8-batch_idx=0.wav,p345/mask-FT/mask/p345_022-epoch=5-batch_idx=0.wav,p345/mask-FT/FT/p345_022-epoch=6-batch_idx=0.wav,p345/FT-mask/FT/p345_022-epoch=0-batch_idx=0.wav,p345/recon/p345_022.recon.wav,p345/joint/joint/p345_022-epoch=5-batch_idx=0.wav,p345/libri_mask-FT/FT/p345_022-epoch=9-batch_idx=0.wav,p345/FT-mask/mask/p345_022-epoch=6-batch_idx=0.wav,p345/raw/p345_022.wav,the actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.,s5/ref/s5_039.wav,s5/ref/s5_266.wav,s5/recon/s5_363.recon.wav,s5/libri_mask-FT/FT/s5_363-epoch=7-batch_idx=0.wav,s5/raw/s5_363.wav,s5/FT-mask/FT/s5_363-epoch=0-batch_idx=0.wav,s5/FT-mask/mask/s5_363-epoch=6-batch_idx=0.wav,s5/mask-FT/mask/s5_363-epoch=5-batch_idx=0.wav,s5/joint/joint/s5_363-epoch=10-batch_idx=0.wav,s5/mask-FT/FT/s5_363-epoch=6-batch_idx=0.wav,s5/libri_mask-FT/libri_mask/s5_363-epoch=6-batch_idx=0.wav,five years ago its return was rejected.,p323/ref/p323_321.wav,p323/ref/p323_237.wav,p323/FT-mask/mask/p323_038-epoch=6-batch_idx=0.wav,p323/joint/joint/p323_038-epoch=5-batch_idx=0.wav,p323/libri_mask-FT/libri_mask/p323_038-epoch=5-batch_idx=0.wav,p323/recon/p323_038.recon.wav,p323/raw/p323_038.wav,p323/FT-mask/FT/p323_038-epoch=0-batch_idx=0.wav,p323/libri_mask-FT/FT/p323_038-epoch=6-batch_idx=0.wav,p323/mask-FT/FT/p323_038-epoch=6-batch_idx=0.wav,p323/mask-FT/mask/p323_038-epoch=5-batch_idx=0.wav,and this perception might find an unlikely supporter.
p283/ref/p283_035.wav,p283/ref/p283_178.wav,p283/raw/p283_233.wav,p283/mask-FT/FT/p283_233-epoch=6-batch_idx=0.wav,p283/FT-mask/FT/p283_233-epoch=0-batch_idx=0.wav,p283/libri_mask-FT/FT/p283_233-epoch=6-batch_idx=0.wav,p283/libri_mask-FT/libri_mask/p283_233-epoch=5-batch_idx=0.wav,p283/FT-mask/mask/p283_233-epoch=5-batch_idx=0.wav,p283/joint/joint/p283_233-epoch=6-batch_idx=0.wav,p283/recon/p283_233.recon.wav,p283/mask-FT/mask/p283_233-epoch=5-batch_idx=0.wav,this is a holy place.,p360/ref/p360_373.wav,p360/ref/p360_222.wav,p360/raw/p360_175.wav,p360/FT-mask/mask/p360_175-epoch=6-batch_idx=0.wav,p360/joint/joint/p360_175-epoch=5-batch_idx=0.wav,p360/mask-FT/FT/p360_175-epoch=6-batch_idx=0.wav,p360/libri_mask-FT/FT/p360_175-epoch=6-batch_idx=0.wav,p360/mask-FT/mask/p360_175-epoch=5-batch_idx=0.wav,p360/FT-mask/FT/p360_175-epoch=0-batch_idx=0.wav,p360/libri_mask-FT/libri_mask/p360_175-epoch=5-batch_idx=0.wav,p360/recon/p360_175.recon.wav,there is an ongoing problem with this company.,p330/ref/p330_191.wav,p330/ref/p330_331.wav,p330/FT-mask/FT/p330_193-epoch=0-batch_idx=0.wav,p330/libri_mask-FT/libri_mask/p330_193-epoch=6-batch_idx=0.wav,p330/recon/p330_193.recon.wav,p330/joint/joint/p330_193-epoch=7-batch_idx=0.wav,p330/mask-FT/FT/p330_193-epoch=7-batch_idx=0.wav,p330/FT-mask/mask/p330_193-epoch=5-batch_idx=0.wav,p330/raw/p330_193.wav,p330/mask-FT/mask/p330_193-epoch=5-batch_idx=0.wav,p330/libri_mask-FT/FT/p330_193-epoch=8-batch_idx=0.wav,"it's not one or the other, you have to have both.",p299/ref/p299_048.wav,p299/ref/p299_387.wav,p299/joint/joint/p299_288-epoch=5-batch_idx=0.wav,p299/recon/p299_288.recon.wav,p299/mask-FT/FT/p299_288-epoch=6-batch_idx=0.wav,p299/FT-mask/mask/p299_288-epoch=6-batch_idx=0.wav,p299/FT-mask/FT/p299_288-epoch=0-batch_idx=0.wav,p299/libri_mask-FT/libri_mask/p299_288-epoch=6-batch_idx=0.wav,p299/mask-FT/mask/p299_288-epoch=5-batch_idx=0.wav,p299/raw/p299_288.wav,p299/libri_mask-FT/FT/p299_288-epoch=7-batch_idx=0.wav,it was a miserable afternoon in fife.
p265/ref/p265_274.wav,p265/ref/p265_196.wav,p265/FT-mask/FT/p265_215-epoch=0-batch_idx=0.wav,p265/libri_mask-FT/libri_mask/p265_215-epoch=8-batch_idx=0.wav,p265/joint/joint/p265_215-epoch=12-batch_idx=0.wav,p265/mask-FT/FT/p265_215-epoch=6-batch_idx=0.wav,p265/mask-FT/mask/p265_215-epoch=5-batch_idx=0.wav,p265/FT-mask/mask/p265_215-epoch=5-batch_idx=0.wav,p265/raw/p265_215.wav,p265/libri_mask-FT/FT/p265_215-epoch=9-batch_idx=0.wav,p265/recon/p265_215.recon.wav,i am very sorry that alastair campbell has taken this decision.,p266/ref/p266_262.wav,p266/ref/p266_083.wav,p266/FT-mask/mask/p266_143-epoch=6-batch_idx=0.wav,p266/mask-FT/mask/p266_143-epoch=5-batch_idx=0.wav,p266/recon/p266_143.recon.wav,p266/raw/p266_143.wav,p266/libri_mask-FT/FT/p266_143-epoch=9-batch_idx=0.wav,p266/mask-FT/FT/p266_143-epoch=6-batch_idx=0.wav,p266/joint/joint/p266_143-epoch=5-batch_idx=0.wav,p266/FT-mask/FT/p266_143-epoch=0-batch_idx=0.wav,p266/libri_mask-FT/libri_mask/p266_143-epoch=8-batch_idx=0.wav,he realises his mistake.,p335/ref/p335_233.wav,p335/ref/p335_246.wav,p335/recon/p335_226.recon.wav,p335/FT-mask/FT/p335_226-epoch=0-batch_idx=0.wav,p335/mask-FT/FT/p335_226-epoch=6-batch_idx=0.wav,p335/raw/p335_226.wav,p335/libri_mask-FT/libri_mask/p335_226-epoch=8-batch_idx=0.wav,p335/mask-FT/mask/p335_226-epoch=5-batch_idx=0.wav,p335/FT-mask/mask/p335_226-epoch=6-batch_idx=0.wav,p335/libri_mask-FT/FT/p335_226-epoch=9-batch_idx=0.wav,p335/joint/joint/p335_226-epoch=5-batch_idx=0.wav,both sides have to step back.,p308/ref/p308_279.wav,p308/ref/p308_124.wav,p308/libri_mask-FT/libri_mask/p308_388-epoch=6-batch_idx=0.wav,p308/FT-mask/FT/p308_388-epoch=3-batch_idx=0.wav,p308/mask-FT/FT/p308_388-epoch=6-batch_idx=0.wav,p308/raw/p308_388.wav,p308/mask-FT/mask/p308_388-epoch=5-batch_idx=0.wav,p308/recon/p308_388.recon.wav,p308/joint/joint/p308_388-epoch=14-batch_idx=0.wav,p308/FT-mask/mask/p308_388-epoch=6-batch_idx=0.wav,p308/libri_mask-FT/FT/p308_388-epoch=9-batch_idx=0.wav,we've got to get it right.
p247/ref/p247_293.wav,p247/ref/p247_331.wav,p247/joint/joint/p247_361-epoch=5-batch_idx=0.wav,p247/recon/p247_361.recon.wav,p247/FT-mask/FT/p247_361-epoch=0-batch_idx=0.wav,p247/raw/p247_361.wav,p247/FT-mask/mask/p247_361-epoch=6-batch_idx=0.wav,p247/libri_mask-FT/FT/p247_361-epoch=7-batch_idx=0.wav,p247/mask-FT/mask/p247_361-epoch=5-batch_idx=0.wav,p247/libri_mask-FT/libri_mask/p247_361-epoch=6-batch_idx=0.wav,p247/mask-FT/FT/p247_361-epoch=6-batch_idx=0.wav,brian wilson is a former member to watch award winner.,p245/ref/p245_289.wav,p245/ref/p245_157.wav,p245/FT-mask/FT/p245_088-epoch=0-batch_idx=0.wav,p245/recon/p245_088.recon.wav,p245/mask-FT/mask/p245_088-epoch=5-batch_idx=0.wav,p245/FT-mask/mask/p245_088-epoch=6-batch_idx=0.wav,p245/libri_mask-FT/libri_mask/p245_088-epoch=7-batch_idx=0.wav,p245/mask-FT/FT/p245_088-epoch=6-batch_idx=0.wav,p245/raw/p245_088.wav,p245/libri_mask-FT/FT/p245_088-epoch=8-batch_idx=0.wav,p245/joint/joint/p245_088-epoch=5-batch_idx=0.wav,then came the crunch.,p228/ref/p228_254.wav,p228/ref/p228_179.wav,p228/libri_mask-FT/FT/p228_357-epoch=6-batch_idx=0.wav,p228/FT-mask/FT/p228_357-epoch=0-batch_idx=0.wav,p228/raw/p228_357.wav,p228/mask-FT/mask/p228_357-epoch=5-batch_idx=0.wav,p228/mask-FT/FT/p228_357-epoch=6-batch_idx=0.wav,p228/libri_mask-FT/libri_mask/p228_357-epoch=5-batch_idx=0.wav,p228/FT-mask/mask/p228_357-epoch=6-batch_idx=0.wav,p228/joint/joint/p228_357-epoch=8-batch_idx=0.wav,p228/recon/p228_357.recon.wav,he later became a respected high court judge.,p271/ref/p271_174.wav,p271/ref/p271_126.wav,p271/FT-mask/mask/p271_041-epoch=6-batch_idx=0.wav,p271/libri_mask-FT/FT/p271_041-epoch=7-batch_idx=0.wav,p271/joint/joint/p271_041-epoch=6-batch_idx=0.wav,p271/mask-FT/mask/p271_041-epoch=5-batch_idx=0.wav,p271/mask-FT/FT/p271_041-epoch=6-batch_idx=0.wav,p271/recon/p271_041.recon.wav,p271/raw/p271_041.wav,p271/libri_mask-FT/libri_mask/p271_041-epoch=6-batch_idx=0.wav,p271/FT-mask/FT/p271_041-epoch=0-batch_idx=0.wav,it is great to have this beautiful new site in wonderful countryside.
p306/ref/p306_288.wav,p306/ref/p306_113.wav,p306/FT-mask/FT/p306_054-epoch=0-batch_idx=0.wav,p306/mask-FT/FT/p306_054-epoch=6-batch_idx=0.wav,p306/libri_mask-FT/libri_mask/p306_054-epoch=5-batch_idx=0.wav,p306/recon/p306_054.recon.wav,p306/libri_mask-FT/FT/p306_054-epoch=12-batch_idx=0.wav,p306/raw/p306_054.wav,p306/FT-mask/mask/p306_054-epoch=6-batch_idx=0.wav,p306/joint/joint/p306_054-epoch=6-batch_idx=0.wav,p306/mask-FT/mask/p306_054-epoch=5-batch_idx=0.wav,he was shocked by what he saw.,p300/ref/p300_200.wav,p300/ref/p300_331.wav,p300/mask-FT/FT/p300_088-epoch=6-batch_idx=0.wav,p300/raw/p300_088.wav,p300/mask-FT/mask/p300_088-epoch=5-batch_idx=0.wav,p300/FT-mask/FT/p300_088-epoch=0-batch_idx=0.wav,p300/libri_mask-FT/FT/p300_088-epoch=6-batch_idx=0.wav,p300/recon/p300_088.recon.wav,p300/joint/joint/p300_088-epoch=5-batch_idx=0.wav,p300/FT-mask/mask/p300_088-epoch=6-batch_idx=0.wav,p300/libri_mask-FT/libri_mask/p300_088-epoch=5-batch_idx=0.wav,they had to be cut from the wreckage.,p231/ref/p231_147.wav,p231/ref/p231_268.wav,p231/mask-FT/FT/p231_058-epoch=11-batch_idx=0.wav,p231/recon/p231_058.recon.wav,p231/raw/p231_058.wav,p231/libri_mask-FT/libri_mask/p231_058-epoch=6-batch_idx=0.wav,p231/libri_mask-FT/FT/p231_058-epoch=25-batch_idx=0.wav,p231/FT-mask/mask/p231_058-epoch=13-batch_idx=0.wav,p231/joint/joint/p231_058-epoch=15-batch_idx=0.wav,p231/FT-mask/FT/p231_058-epoch=8-batch_idx=0.wav,p231/mask-FT/mask/p231_058-epoch=5-batch_idx=0.wav,we should be able to cope.,p343/ref/p343_160.wav,p343/ref/p343_158.wav,p343/mask-FT/FT/p343_237-epoch=6-batch_idx=0.wav,p343/recon/p343_237.recon.wav,p343/joint/joint/p343_237-epoch=10-batch_idx=0.wav,p343/FT-mask/FT/p343_237-epoch=0-batch_idx=0.wav,p343/libri_mask-FT/FT/p343_237-epoch=8-batch_idx=0.wav,p343/mask-FT/mask/p343_237-epoch=5-batch_idx=0.wav,p343/raw/p343_237.wav,p343/FT-mask/mask/p343_237-epoch=6-batch_idx=0.wav,p343/libri_mask-FT/libri_mask/p343_237-epoch=7-batch_idx=0.wav,it's really good fun.
